IndicatorCode,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR11,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR13,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR14,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR2,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR3,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR4,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR5,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR7,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR8,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,NTD_LEPR9,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45,WHS3_45
YEAR,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
RWA,20.0,,29.0,17.0,23.0,11.0,23.0,15.0,11.0,10.0,13.0,5.0,16.0,1.609,,0.439,0.862,1.059,0.832,0.613,0.398,0.782,0.573,0.38,0.0,0.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.578,,3.14,2.929,2.937,2.13,2.845,2.059,1.39,1.337,1.74,1.135,2.104,55.0,,43.0,28.0,41.0,30.0,20.0,30.0,13.0,7.0,0.0,18.0,27.0,4.8,,3.554,2.41178,3.44,2.457,1.626,2.376,1.004,0.52,0.0,1.277,1.894,11.0,,8.0,9.0,3.0,7.0,2.0,7.0,3.0,6.0,3.0,2.0,4.0,1.01957,,0.70513,0.77389,0.25173,0.57338,0.16258,0.55,0.23,0.446,0.22,0.142,0.281,7.0,,2.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,2.0,0.0,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,,,34.0,28.0,36.0,43.0,41.0,,38.0,34.0,35.0,26.0,35.0,26.0,18.0,18.0,24.0,16.0,30.0
SAU,0.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.117,0.0,0.531,0.0,0.0,0.0,11.0,9.0,16.0,25.0,15.0,15.0,16.0,23.0,23.0,0.141,0.277,0.238,0.095,0.433,0.273,0.534,0.934,0.46,0.695,0.52,0.704,0.677,2.0,4.0,2.0,3.0,7.0,9.0,22.0,26.0,14.0,28.0,21.0,27.0,23.0,0.071,0.139,0.068,0.09512,0.233,0.273,0.653,0.759,0.402,0.779,0.58,0.731,0.677,1.0,2.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.03438,0.06679,0.0,0.0,0.09295,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,30.0,24.0,20.0,23.0,15.0,5.0,6.0,4.0,8.0,7.0,3.0,13.0,9.0,18.0,32.0,16.0,25.0,19.0,26.0,23.0
SDN,222.0,205.0,210.0,208.0,227.0,184.0,148.0,134.0,184.0,117.0,112.0,56.0,84.0,0.976,0.814,1.385,1.301,1.158,1.2,0.887,0.756,0.573,0.586,0.42,0.123,0.147,,11.0,21.0,18.0,18.0,40.0,15.0,3.0,4.0,19.545,17.833,17.645,15.509,15.766,13.594,12.177,11.165,11.996,10.929,10.07,3.908,4.638,846.0,1386.0,451.0,1117.0,630.0,1122.0,1109.0,1065.0,1177.0,966.0,839.0,324.0,388.0,22.745,36.508,11.634,27.76198,15.918,27.681,26.53,24.875,26.842,21.158,17.9,6.735,7.691,121.0,110.0,118.0,120.0,82.0,79.0,66.0,64.0,115.0,53.0,74.0,24.0,37.0,3.36203,2.98508,3.12683,3.10496,2.07181,1.94901,1.57889,1.49,2.62,1.161,1.58,0.499,0.733,15.0,14.0,22.0,21.0,19.0,20.0,15.0,13.0,10.0,11.0,8.0,3.0,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,782.0,884.0,1706.0,1901.0,2100.0,2394.0,706.0,727.0,677.0,684.0,624.0,624.0,551.0,509.0,478.0,526.0,499.0,472.0,188.0,234.0
SEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155385.0,,,,,,,,,,,
SEN,94.0,120.0,83.0,62.0,112.0,98.0,71.0,58.0,73.0,90.0,61.0,74.0,78.0,5.654,5.73,5.234,5.098,9.773,3.478,3.543,3.008,5.188,4.824,3.48,3.685,3.68,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,16.319,17.476,16.016,16.392,21.542,14.826,12.867,11.598,11.407,10.903,9.3,8.67,9.945,311.0,404.0,853.0,320.0,443.0,317.0,220.0,225.0,,21.0,185.0,130.0,120.0,22.658,28.585,58.633,21.15105,28.745,19.999,13.876,13.807,,1.244,10.68,7.319,6.486,36.0,39.0,29.0,27.0,28.0,25.0,11.0,10.0,,41.0,23.0,28.0,26.0,2.62706,2.76198,1.99366,1.80277,1.81681,1.57723,0.69382,0.61,,2.429,1.33,1.576,1.405,33.0,40.0,32.0,32.0,63.0,23.0,24.0,21.0,37.0,34.0,25.0,34.0,26.0,,,3.0,2.0,3.0,0.0,,10.0,6.0,7.0,5.0,356.0,353.0,282.0,257.0,271.0,,,224.0,247.0,233.0,248.0,332.0,235.0,204.0,189.0,191.0,184.0,161.0,154.0,184.0
SGP,4.0,3.0,2.0,2.0,1.0,1.0,2.0,,,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,5.0,6.0,4.0,,,0.0,0.0,0.0,0.0,2.828,1.478,0.725,0.535,1.245,1.051,1.042,,,1.515,0.89,0.166,0.857,15.0,8.0,0.0,3.0,7.0,11.0,6.0,,,9.0,5.0,1.0,5.0,2.828,1.478,0.0,0.53536,1.245,1.927,1.042,,,1.515,0.89,0.166,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,13.0,12.0,12.0,10.0,8.0,11.0,11.0,15.0,8.0,4.0,3.0,7.0,6.0,6.0,,,9.0,5.0,1.0,5.0
SLB,3.0,13.0,15.0,5.0,18.0,15.0,20.0,11.0,10.0,6.0,13.0,15.0,30.0,26.595,63.242,51.276,16.768,28.829,36.429,39.818,26.041,18.184,17.957,14.12,16.507,66.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.654,53.454,83.789,22.276,71.735,67.065,71.991,56.732,52.411,38.144,44.18,60.776,100.098,11.0,38.0,41.0,32.0,43.0,48.0,41.0,42.0,33.0,30.0,38.0,45.0,82.0,20.015,67.709,71.57,54.83292,71.735,78.516,62.801,62.703,48.043,42.382,52.47,60.776,100.098,1.0,0.0,7.0,3.0,2.0,5.0,3.0,0.0,3.0,0.0,1.0,6.0,1.0,1.81312,0.0,12.16315,5.10659,3.33653,8.1787,4.59519,0.0,4.368,0.0,1.38,8.103,1.221,6.0,17.0,12.0,4.0,7.0,9.0,10.0,7.0,5.0,5.0,4.0,6.0,20.0,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,15.0,17.0,30.0,14.0,,13.0,30.0,48.0,13.0,43.0,41.0,47.0,38.0,36.0,27.0,32.0,45.0,82.0
SLE,117.0,,,,45.0,36.0,71.0,71.0,,72.0,90.0,43.0,51.0,8.72,,,,0.0,0.635,4.697,2.514,4.661,1.809,2.39,2.301,2.734,0.0,0.0,0.0,0.0,,,0.0,,0.0,39.473,,,,18.929,14.953,20.915,24.19,17.3,24.107,21.15,18.541,13.886,216.0,,,,113.0,114.0,558.0,,9.0,652.0,182.0,723.0,591.0,36.128,,,,15.278,15.085,72.94,,1.128,77.429,21.15,82.242,68.387,24.0,,,,18.0,15.0,44.0,17.0,16.0,30.0,27.0,15.0,8.0,3.54709,,,,2.43369,1.98486,5.75152,2.18,2.01,3.563,3.14,1.706,0.926,25.0,,,,0.0,2.0,15.0,8.0,15.0,6.0,8.0,10.0,9.0,,,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,777.0,,,,462.0,382.0,,236.0,,,,140.0,113.0,160.0,189.0,138.0,203.0,182.0,163.0,120.0
SLV,0.0,1.0,2.0,2.0,0.0,1.0,2.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.727,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.476,0.158,0.783,0.653,0.158,0.627,0.934,0.155,0.463,0.0,0.0,0.314,0.473,6.0,4.0,5.0,9.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,2.0,3.0,0.953,0.631,0.783,1.46901,0.63,0.157,1.09,0.31,0.0,0.0,0.0,0.314,0.473,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.15842,0.0,0.31359,0.0,0.0,0.31,0.0,0.0,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,5.0,8.0,5.0,4.0,1.0,1.0,3.0,1.0,5.0,4.0,1.0,4.0,6.0,1.0,3.0,0.0,0.0,2.0,3.0
SMR,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0
SOM,40.0,,5.0,44.0,279.0,603.0,1203.0,1026.0,1078.0,898.0,990.0,679.0,498.0,3.444,,0.318,1.398,6.665,26.539,19.847,4.887,14.725,13.145,3.98,4.475,3.839,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.634,,1.296,9.919,44.288,105.555,168.45,157.03,165.983,118.953,131.1,83.722,61.076,139.0,,14.0,107.0,674.0,1576.0,2610.0,2455.0,2643.0,2030.0,2309.0,1408.0,849.0,13.634,,1.296,9.91925,47.074,106.902,173.905,158.973,166.297,118.953,131.21,77.604,44.663,15.0,,5.0,45.0,74.0,91.0,122.0,42.0,68.0,48.0,21.0,43.0,29.0,1.1752,,0.37001,3.23552,5.16832,6.122,7.916,2.628,4.11,2.81,1.19,2.37,1.526,21.0,,2.0,9.0,44.0,188.0,138.0,35.0,108.0,106.0,33.0,47.0,34.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,390.0,414.0,125.0,109.0,47.0,255.0,139.0,,14.0,107.0,633.0,1569.0,2596.0,2425.0,2638.0,2030.0,2307.0,1519.0,1161.0
SRB,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,
SSD,,,322.0,,,,413.0,29.0,324.0,251.0,487.0,468.0,287.0,,,15.422,,,,17.362,26.097,18.158,11.652,13.16,8.464,7.53,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.182,50.991,58.865,,,,69.334,104.139,60.927,66.336,87.51,79.089,46.72,2032.0,1742.0,728.0,,,,196.0,420.0,604.0,895.0,875.0,2118.0,609.0,187.497,154.212,62.017,,,,17.857,37.967,53.959,83.269,80.18,191.004,50.99,360.0,120.0,155.0,,,,174.0,262.0,152.0,128.0,410.0,405.0,278.0,33.27707,10.73587,13.44206,,,,15.85288,23.68,13.58,11.909,37.57,36.523,23.276,,,69.0,,,,79.0,120.0,84.0,56.0,63.0,52.0,35.0,,,,,4.0,5.0,8.0,21.0,5.0,4.0,1.0,,,,,,,1799.0,1801.0,576.0,691.0,,,,761.0,1152.0,682.0,713.0,955.0,877.0,558.0
STP,0.0,,,,3.0,,,,,0.0,0.0,7.0,0.0,0.0,,,,11.396,,,,,0.0,0.0,25.606,0.0,0.0,,,,,0.0,0.0,0.0,0.0,10.633,,,,15.007,,,,,0.0,0.0,43.13,0.0,2.0,,,,3.0,,,,,0.0,0.0,0.0,0.0,10.633,,,,15.007,,,,,0.0,0.0,0.0,0.0,2.0,,,,0.0,,,,,0.0,0.0,1.0,0.0,10.93536,,,,0.0,,,,,0.0,0.0,4.313,0.0,0.0,,,,1.0,,,,,0.0,0.0,3.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,2.0,,,,3.0,,,,,0.0,0.0,10.0,0.0
SUR,12.0,11.0,7.0,11.0,6.0,8.0,9.0,9.0,3.0,5.0,12.0,9.0,2.0,32.135,6.392,19.888,13.277,39.794,25.558,26.528,0.0,12.786,18.481,24.66,9.22,6.148,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.511,46.358,40.447,36.834,44.774,52.585,41.667,43.002,16.246,26.102,37.21,33.695,12.61,30.0,30.0,17.0,31.0,25.0,29.0,25.0,37.0,16.0,17.0,32.0,24.0,12.0,56.123,55.63,31.254,57.09287,44.774,51.473,43.404,63.644,21.661,27.733,51.78,38.509,18.915,2.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,3.72384,0.0,0.0,3.6153,1.79096,5.32484,3.47228,3.44,0.0,3.263,3.24,3.209,1.576,5.0,1.0,3.0,2.0,6.0,4.0,4.0,0.0,2.0,3.0,4.0,2.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,41.0,42.0,40.0,38.0,28.0,41.0,27.0,25.0,22.0,20.0,25.0,30.0,24.0,25.0,12.0,16.0,23.0,21.0,8.0
SVK,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0
SVN,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
SWE,,,,,,0.0,5.0,5.0,4.0,,0.0,2.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,3.0,,,0.0,4.0,8.0,,,,,,0.0,1.103,0.897,0.693,,0.0,0.754,0.754,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,11.0,9.0,7.0,,0.0,8.0,8.0
SWZ,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,0.731,,,,,,0.0,0.805,,,,,,0.0,,,,,,0.0,1.0,,,,,,0.0,,,,,,0.0,0.805,,,,,,0.0,,,,,,0.0,1.0,,,,,,0.0,,,,,,0.0,0.805,,,,,,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,,,1.0,,,,,,0.0,1.0
SYC,,,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,42.788,0.0,0.0,0.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,,10.717,0.0,,0.0,0.0,0.0,10.169,9.392,0.0,0.0,0.0,,,1.0,1.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,10.717,10.36581,,0.0,0.0,0.0,,9.392,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,1.0,1.0,,,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
SYR,,,,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.165,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.162,0.0,0.109,0.118,0.059,0.0,0.0,0.0,0.0,0.0,,,34.0,0.0,0.0,5.0,2.0,0.0,0.0,2.0,,0.0,0.0,,,1.546,0.0,0.0,0.274,0.118,0.0,0.0,0.0,,0.0,0.0,,,,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.16013,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,5.0,4.0,1.0,2.0,,,,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
TCD,,138.0,88.0,140.0,130.0,183.0,131.0,118.0,150.0,107.0,202.0,145.0,128.0,,2.947,2.753,2.532,2.319,3.934,5.101,7.768,3.012,2.931,2.85,2.818,2.46,34.0,,3.0,,0.0,0.0,0.0,0.0,19.0,,30.487,19.529,27.78,26.916,26.703,22.096,27.968,20.273,17.637,25.22,19.805,13.892,,378.0,240.0,395.0,395.0,422.0,318.0,433.0,370.0,324.0,447.0,312.0,251.0,,29.473,18.166,28.195,27.331,28.322,20.546,27.153,22.525,18.859,25.22,17.069,12.365,,41.0,65.0,78.0,71.0,88.0,64.0,85.0,66.0,70.0,131.0,61.0,80.0,,3.12177,4.79018,5.56768,4.91263,5.90604,4.13497,5.33,4.02,4.075,7.39,3.337,3.941,,22.0,18.0,17.0,16.0,28.0,37.0,58.0,23.0,24.0,24.0,30.0,23.0,,,0.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,367.0,,631.0,549.0,484.0,389.0,,,391.0,258.0,392.0,389.0,401.0,342.0,446.0,333.0,303.0,447.0,362.0,282.0
TGO,,,42.0,57.0,46.0,30.0,34.0,63.0,54.0,71.0,42.0,37.0,36.0,,,0.0,0.325,1.592,0.0,1.228,2.112,3.567,1.15,1.41,0.66,1.064,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,13.871,13.142,10.78,8.592,9.887,15.342,13.166,15.269,9.72,9.499,7.777,,,97.0,82.0,70.0,67.0,76.0,168.0,116.0,250.0,86.0,97.0,80.0,,,13.871,11.22584,9.203,8.592,9.634,20.786,14.012,28.919,9.72,10.714,8.408,,,21.0,29.0,5.0,24.0,29.0,37.0,37.0,50.0,24.0,40.0,28.0,,,2.905,3.91004,0.65734,3.07783,3.67596,4.58,4.47,5.784,2.71,4.418,2.943,,,0.0,1.0,5.0,0.0,4.0,7.0,12.0,4.0,5.0,3.0,4.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,171.0,173.0,,162.0,,,,,97.0,96.0,82.0,67.0,78.0,124.0,109.0,132.0,86.0,86.0,74.0
THA,90.0,72.0,90.0,80.0,65.0,66.0,43.0,57.0,32.0,18.0,31.0,54.0,30.0,0.708,0.683,0.72,0.404,0.657,0.834,0.509,0.256,0.087,0.177,0.09,0.0,0.095,40.0,28.0,32.0,19.0,25.0,11.0,19.0,21.0,1.0,3.294,2.806,3.094,2.752,2.367,2.376,1.8,1.982,1.275,0.866,1.02,1.142,1.116,555.0,560.0,570.0,467.0,422.0,345.0,334.0,269.0,222.0,183.0,222.0,203.0,84.0,8.31,8.357,8.479,6.87175,6.128,4.997,4.811,3.864,3.181,2.556,3.1,2.827,1.172,38.0,18.0,31.0,27.0,24.0,26.0,25.0,18.0,9.0,8.0,12.0,22.0,17.0,0.56011,0.26415,0.45311,0.39326,0.34852,0.37661,0.36008,0.26,0.13,0.112,0.17,0.306,0.237,9.0,8.0,9.0,5.0,8.0,10.0,6.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,665.0,506.0,401.0,300.0,405.0,280.0,220.0,188.0,208.0,187.0,163.0,164.0,125.0,138.0,89.0,62.0,73.0,82.0,80.0
TJK,,,,,0.0,0.0,,5.0,,,5.0,,,,,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,,1.287,,,0.7,,,,,,,0.0,0.0,,12.0,,,10.0,,,,,,,0.0,0.0,,1.287,,,1.01,,,,,,,0.0,0.0,,0.0,,,7.0,,,,,,,0.0,0.0,,0.0,,,0.7,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,0.0,0.0,,12.0,,,7.0,,
TKM,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,31.0,,,,,,,,,,,,0.0,5.14,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
TLS,18.0,17.0,24.0,25.0,26.0,35.0,24.0,25.0,29.0,67.0,43.0,23.0,20.0,14.989,14.516,19.229,11.4,9.374,7.378,5.436,12.442,16.474,19.304,8.59,3.209,12.727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.831,90.036,77.228,93.689,86.705,81.771,82.809,83.519,83.432,113.555,87.98,66.147,70.682,71.0,97.0,89.0,98.0,112.0,128.0,108.0,133.0,117.0,135.0,108.0,74.0,112.0,63.728,85.623,77.228,82.71683,88.282,98.742,85.175,102.852,88.741,102.2,80.52,54.388,79.964,4.0,7.0,8.0,13.0,7.0,14.0,12.0,21.0,6.0,8.0,11.0,8.0,13.0,3.45792,5.91033,6.59621,10.47556,5.5176,10.79993,9.46392,16.24,4.55,6.056,8.2,5.88,9.281,7.0,7.0,10.0,6.0,5.0,4.0,3.0,6.0,8.0,9.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,288.0,248.0,184.0,154.0,160.0,87.0,83.0,70.0,102.0,89.0,111.0,110.0,106.0,105.0,108.0,110.0,150.0,118.0,90.0,99.0
