IndicatorCode,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_MILLIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,FINANCIALHARDSHIP_PROPORTIONOFPOP,UHC_AVAILABILITY_SCORE,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_NCD,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH,UHC_SCI_RMNCH
PAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.71326174542105,,,37.99211211973684,,,34.694187271789474,,,31.683521088789472,31.904544968210523,,30.184096676000003,,28.743924849736842,,,27.12845848,,,,,,,57.0,36.0,37.0,37.0,37.0,38.0,39.0,40.0,40.0,41.0,41.0,42.0,43.0,45.0,47.0,47.0,49.0,50.0,51.0,53.0,52.0,54.0,55.0,55.0,56.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,25.0,29.0,28.0,30.0,32.0,33.0,35.0,32.0,36.0,37.0,37.0,37.0,36.0,36.0,36.0,37.0,38.0,40.0,42.0,44.0,45.0,47.0,49.0,51.0,53.0,55.0,57.0,58.0,60.0,62.0,64.0,66.0,68.0,70.0,72.0,72.0,40.0,42.0,43.0,44.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,52.0,53.0,53.0,54.0,54.0,54.0,55.0,55.0,55.0,56.0,56.0,56.0,56.0,52.0,53.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,54.0,56.0,56.0,57.0,58.0,59.0,61.0,62.0,63.0,63.0,63.0,64.0,64.0,64.0
PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.431402726545457,,,,,,21.99513628485,,,,15.034816255,,,,,,,,,,16.010155843333333,,,,,,,,77.0,70.0,70.0,71.0,72.0,72.0,72.0,73.0,73.0,73.0,73.0,73.0,76.0,78.0,78.0,78.0,78.0,79.0,80.0,80.0,81.0,82.0,83.0,82.0,82.0,70.0,70.0,71.0,73.0,71.0,71.0,71.0,70.0,69.0,67.0,66.0,75.0,82.0,81.0,80.0,80.0,81.0,84.0,82.0,85.0,88.0,89.0,85.0,82.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,80.0,81.0,82.0,83.0,84.0,85.0,87.0,88.0,69.0,70.0,71.0,72.0,72.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,77.0,77.0,77.0,76.0,77.0,77.0,77.0,77.0,76.0,77.0,77.0,76.0
PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.263854243636363,,,,,,23.522139882850002,23.617627429949998,23.3186416448,23.377356910699998,24.757209337615386,25.125278298692308,23.56555094176923,22.52363535076923,21.998047461846156,20.11815181975,19.5692716658,19.3148373157,19.57460663325,19.6373757363,20.5718093812,22.709863269350002,26.483579993299998,,,92.0,62.0,63.0,64.0,65.0,66.0,66.0,67.0,68.0,67.0,65.0,65.0,65.0,66.0,69.0,70.0,71.0,70.0,70.0,70.0,69.0,70.0,68.0,69.0,68.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,69.0,59.0,60.0,61.0,62.0,71.0,75.0,76.0,72.0,71.0,71.0,63.0,70.0,63.0,66.0,61.0,64.0,64.0,66.0,66.0,67.0,68.0,69.0,69.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,75.0,75.0,76.0,76.0,77.0,77.0,78.0,78.0,49.0,51.0,52.0,54.0,56.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,62.0,63.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,68.0,68.0,66.0,65.0,65.0,66.0,67.0,68.0,68.0,68.0,68.0,64.0,65.0,66.0,66.0
PHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98941569855556,,,29.75115627711111,,,31.655913353,,,31.79598835705,,,30.70683365465,,,31.738478994450002,,,30.35118016005,,,28.936666666666667,,,30.878181818181815,,28.41272727272727,,92.0,56.0,56.0,57.0,57.0,57.0,58.0,59.0,59.0,62.0,61.0,59.0,63.0,64.0,65.0,66.0,66.0,68.0,68.0,67.0,66.0,69.0,68.0,69.0,69.0,65.0,64.0,65.0,64.0,63.0,64.0,66.0,66.0,77.0,67.0,55.0,67.0,69.0,68.0,71.0,72.0,76.0,73.0,68.0,63.0,70.0,68.0,69.0,68.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,85.0,86.0,43.0,44.0,45.0,46.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,56.0,56.0,57.0,57.0,58.0,58.0,58.0,59.0,59.0,59.0,60.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,55.0,57.0,59.0,61.0,62.0,62.0,62.0,63.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0
PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,69.0,69.0,69.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,72.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,74.0,75.0,75.0,73.0,74.0,75.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,92.0,97.0,94.0,97.0,97.0,97.0,97.0,84.0,86.0,86.0,78.0,80.0,83.0,92.0,92.0,92.0,93.0,93.0,94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,46.0,46.0,47.0,47.0,47.0,48.0,48.0,49.0,49.0,50.0,50.0,51.0,51.0,52.0,52.0,53.0,53.0,53.0,54.0,54.0,55.0,55.0,55.0,55.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,66.0,64.0,66.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0
PNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,26.0,26.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,26.0,28.0,30.0,31.0,32.0,16.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,18.0,17.0,16.0,16.0,15.0,12.0,15.0,19.0,21.0,24.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,24.0,22.0,23.0,24.0,25.0,25.0,26.0,27.0,28.0,28.0,29.0,30.0,30.0,31.0,32.0,32.0,33.0,33.0,34.0,35.0,35.0,36.0,36.0,36.0,37.0,52.0,52.0,53.0,54.0,53.0,54.0,54.0,54.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,54.0,53.0,54.0,54.0
POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.509156862,,,,,14.1545081361875,14.93168808525,15.3580417334375,14.959873653999999,15.356086209375,15.867940716625,17.020506240499998,16.231560394125,15.949375845375,16.139980375875,15.757353290874999,15.9367419256875,14.7610230296875,15.400850050125,15.28449874525,15.3781863867,15.233691817499999,15.22415609965,15.244172084499999,14.531594991636364,13.49526614490909,12.947258656636363,,,,,,54.0,67.0,68.0,69.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,75.0,77.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,79.0,82.0,83.0,82.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0,90.0,91.0,94.0,90.0,90.0,90.0,90.0,89.0,87.0,79.0,88.0,94.0,90.0,88.0,88.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,94.0,95.0,96.0,96.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,42.0,44.0,45.0,46.0,48.0,49.0,50.0,52.0,53.0,54.0,55.0,56.0,58.0,59.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,66.0,67.0,62.0,63.0,64.0,65.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,70.0,70.0,71.0,71.0,72.0,72.0,72.0,73.0,74.0,74.0,75.0,73.0,76.0,77.0,78.0,79.0,80.0,80.0,79.0,80.0,80.0,80.0,76.0,77.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,73.0,81.0,86.0,88.0,90.0,90.0,88.0,86.0,88.0,89.0,92.0,91.0,83.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,76.0,76.0,77.0,78.0,79.0,79.0,80.0,81.0,81.0,82.0,83.0,84.0,84.0,84.0,85.0,84.0,84.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,61.0,62.0,62.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,82.0,83.0,84.0,85.0,86.0,86.0,86.0,86.0,86.0,86.0,82.0,68.0,78.0
PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.875197967000001,,,,12.388123856555556,,,,,,16.11787018185,,,,,14.578217451461539,,,,,17.3376625956,,,,,16.73140550615,,,,,,,14.165354503700001,,,54.0,81.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0,84.0,83.0,83.0,83.0,83.0,84.0,83.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,97.0,92.0,94.0,94.0,95.0,95.0,94.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,75.0,76.0,77.0,78.0,78.0,78.0,79.0,79.0,80.0,80.0,81.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0,83.0,83.0,83.0,84.0,84.0,84.0
PRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1375003455,,,,,,,,,,,20.7324997785,,15.337500452999999,14.91749987025,,,,,,,,,15.81249986625,,69.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,69.0,69.0,70.0,71.0,72.0,72.0,73.0,77.0,79.0,79.0,79.0,79.0,58.0,57.0,59.0,58.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,49.0,50.0,51.0,52.0,52.0,52.0,55.0,67.0,71.0,71.0,71.0,71.0,71.0,72.0,73.0,74.0,75.0,76.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,46.0,48.0,50.0,52.0,54.0,55.0,57.0,58.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,70.0,70.0,79.0,80.0,80.0,81.0,82.0,83.0,84.0,83.0,83.0,82.0,83.0,83.0,83.0,84.0,84.0,85.0,84.0,84.0,85.0,85.0,84.0,83.0,84.0,84.0
PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.807333333333334,16.483333333333334,14.713999999999999,17.410000000000004,,13.637368421052633,14.475999999999999,14.581666666666669,,,,,19.727222222222224,,,,,,,19.937,,,66.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,70.0,68.0,68.0,69.0,69.0,69.0,69.0,70.0,70.0,66.0,65.0,65.0,66.0,65.0,65.0,53.0,56.0,56.0,54.0,54.0,55.0,55.0,55.0,54.0,61.0,55.0,55.0,55.0,54.0,55.0,55.0,56.0,58.0,45.0,44.0,44.0,47.0,45.0,45.0,90.0,90.0,90.0,90.0,91.0,91.0,92.0,92.0,93.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0,56.0,56.0,55.0,54.0,54.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,70.0,72.0,73.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,74.0
QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,81.0,81.0,81.0,82.0,82.0,82.0,82.0,82.0,81.0,80.0,80.0,82.0,82.0,82.0,82.0,82.0,81.0,80.0,82.0,83.0,83.0,84.0,84.0,84.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,86.0,82.0,79.0,78.0,83.0,85.0,84.0,83.0,80.0,78.0,74.0,79.0,84.0,85.0,87.0,87.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,68.0,69.0,69.0,69.0,69.0,70.0,71.0,72.0,72.0,72.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,71.0,72.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,75.0,75.0,76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0
RC_ECA,236.97941738033333,238.4721409913333,243.87095485533334,243.355510924,244.46448854866665,256.71092514833333,252.44853182366668,258.1560742853333,251.37023210966663,256.810737726,260.362967139,265.19466524166666,275.39532753,278.60499915433337,293.04426425466664,299.9360035263333,302.714146605,301.78840693766665,307.5444315503333,311.669498836,319.52699244666667,323.115072769,329.43847359033333,,,,,,,,,,,,,,,28.57291075566667,28.040238576333333,27.96180622766667,27.207144085,26.645347098000002,27.274207297,26.144690955333335,26.05863211333333,24.725290545333333,24.614363101,24.315953688666667,24.13804583,24.428925257000003,24.074887395999998,24.674339588,24.615724794333335,24.225183089666668,23.554036014333334,23.409628296666668,23.149573121333333,23.16889495066667,22.883073680666666,22.796415932333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC_ECE,109.36585089366667,105.20140707866666,106.28792911266667,103.64226705733334,104.05220305066666,102.17987152433334,98.97040007133334,97.054449664,96.10465017066667,97.43034477833334,93.30102831866667,97.2566313,97.09666516733334,98.505701841,97.50225744066667,95.12400925966666,98.71376487133334,96.85723980066666,97.80375752066668,98.77251310000001,95.129093607,96.72392279466668,100.25477570666668,,,,,,,,,,,,,,,9.246867064333333,8.859464287333333,8.909177997666667,8.644140012333333,8.637479268666667,8.442201791666667,8.139152264333333,7.939977882666667,7.817345192333334,7.881052400000001,7.5060592213333335,7.781923245000001,7.727182159666666,7.796028976666666,7.6702596949999995,7.433512873333334,7.663494527,7.473543021666667,7.503938508666667,7.5393119266666675,7.236707490333333,7.345084476333334,7.600447048333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC_ECLAL,77.20549077033333,77.402446509,77.77328446566666,78.338218689,83.58581149833333,82.57614316166666,81.35232665933333,80.37656311133333,81.654806712,80.010774687,79.30994431866667,79.21106039033333,79.556140094,81.25204247500001,79.398653799,80.71957843533333,80.200023274,85.44978724733333,82.304365573,84.37287373133334,81.38165636466667,86.22028439600001,88.42064039433335,,,,,,,,,,,,,,,14.809608777,14.642285520333333,14.517034872666665,14.435308685666664,15.211505770333332,14.846244509333333,14.453599570333333,14.114404633666666,14.175052772999999,13.734761808333333,13.467365797666666,13.307426546666667,13.224670089666667,13.367467024333331,12.931126305333331,13.018463679333335,12.813159876999999,13.529700385666667,12.920447313666665,13.138262582666668,12.583640033333333,13.255242146,13.512469282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC_ESCAP,983.2593452203333,1021.9742354533333,1024.824708178,1010.389564938,977.4464527486667,978.1196896313335,981.2662167903333,928.4473960136667,965.8101346303333,979.446691953,989.419433144,995.4982047460002,949.3339601873332,940.0570124036667,936.5906779396668,930.1856923949999,927.0338866496667,908.4324609913334,906.667900653,901.3004542123332,910.2396846783334,892.9787523733334,876.6252029166667,,,,,,,,,,,,,,,25.891151977333333,26.578504589333335,26.336624791333335,25.667327506666666,24.550762626666668,24.295521818666668,24.105564185000002,22.560923345666666,23.217118385666666,23.288478542000004,23.26977319966667,23.163631168,21.854601571,21.415492552666667,21.122140444666666,20.775755187666668,20.511474966,19.913864745666668,19.704614683333332,19.434876239333335,19.490392427666666,19.012601881,18.567858293666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC_ESCWA,51.507513399666664,53.529575117,55.508744022,58.29901963133333,61.180923134333334,60.42151935666667,63.35401623933333,62.177608034,57.310924034,57.92586235933334,59.34659673433333,60.64343967166667,61.72169333733333,64.98885789866667,69.87014082266667,70.01857524233334,73.071130005,78.843331061,77.12776428366666,79.41964550533334,79.41078061333333,81.35718586066666,84.433373569,,,,,,,,,,,,,,,17.958774823,18.215802306,18.442659727333336,18.921804034333334,19.401172441666667,18.711610195666665,19.151800890666667,18.330215286666668,16.471548098,16.243879792333335,16.25383958433333,16.232426682333333,16.138218191,16.584942089333335,17.406413024333332,17.042282760000003,17.395345470333336,18.397198693,17.664597421333333,17.844869451666668,17.510807742,17.610755080999997,17.887490129333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.284230080454545,11.002642482625,11.1752780975,9.775805458375,10.0481148064375,10.387253537687501,12.10618273925,11.9838768243125,11.018796444000001,10.747859694818182,11.1320207715,11.3533965348125,12.958784490874999,12.387454897125,12.651857942187501,13.182848715899999,,,15.23216314315,,,,,,,,,69.0,63.0,64.0,65.0,65.0,66.0,67.0,67.0,68.0,69.0,70.0,70.0,71.0,72.0,72.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,76.0,77.0,77.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,91.0,92.0,92.0,91.0,90.0,88.0,88.0,86.0,86.0,85.0,74.0,74.0,74.0,74.0,74.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,90.0,43.0,44.0,45.0,46.0,46.0,47.0,48.0,49.0,49.0,50.0,51.0,51.0,52.0,52.0,53.0,54.0,54.0,55.0,55.0,56.0,56.0,57.0,57.0,58.0,57.0,58.0,60.0,61.0,63.0,64.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,73.0,74.0,75.0,75.0,76.0,77.0,78.0,78.0,78.0,78.0
